,rchi2min,alpha_perp,alpha_perp_err,alpha_para,alpha_para_err,bias,sigma_perp,sigma_para
0,0.9876025429463158,0.9855828361816177,0.010659793540709894,1.0315534550326104,0.024421943898152998,1.918936827682417,5.8,9.8
1,0.9362989672517008,1.0056133670729788,0.009267869361901715,0.9911469213682179,0.01843714074776187,2.1692524034312513,5.8,9.8
2,0.942341248483083,0.9910876322578572,0.00886986739517398,1.0072597649196098,0.01848707139928263,2.0858360946544456,5.8,9.8
3,0.9902663319527384,1.0042499206079334,0.009325669295197014,1.0053690050630042,0.018986905641736107,2.072900706693077,5.8,9.8
4,0.9529955719093446,0.9941128673589104,0.009106899928507939,1.0111812357062706,0.018402340600282507,2.069807959327123,5.8,9.8
5,0.7937036695263625,1.0013046447668306,0.00894967010515052,0.9930494222291513,0.017961079462159246,2.065295386983479,5.8,9.8
6,0.8948912004824866,1.0008414467753586,0.010573692959775005,1.057603587590874,0.014656690733551359,1.994751991706866,5.8,9.8
7,0.831667744148911,1.0107339935716493,0.010323014496514182,0.9819477854850531,0.017959843514788076,2.1162579546619322,5.8,9.8
8,0.9228181661327904,0.9998415072008916,0.007784592792984268,1.0324372653951992,0.01860068143316984,2.109789824512935,5.8,9.8
9,0.8849279886905733,0.9930138211216495,0.008479850790416632,1.021677198292761,0.01589972639602355,2.0857100031149822,5.8,9.8
10,1.288233483333481,0.9882853027433826,0.007502036530509182,1.0378089914514894,0.0178216743484626,2.0513356930970827,5.8,9.8
11,0.8510445440326435,0.9788470317052949,0.008227322261064318,1.0249277228722262,0.016949085066055525,2.102662673800923,5.8,9.8
12,0.8510619174847135,1.008222509787714,0.00861471350418963,1.003919575004339,0.017004606929155563,2.1766478360349537,5.8,9.8
13,0.7953776138875147,0.9965255431941038,0.009196810983676695,0.9979853975978267,0.018427736152875185,2.0667869039416358,5.8,9.8
14,1.052958239770486,0.9903339047337604,0.01156696815208258,1.0099203547714413,0.019960247136463827,2.03784796584503,5.8,9.8
15,1.1768811842913995,0.9963078251090639,0.014297633431927637,1.0101784769940647,0.0377539437993224,2.020484638437987,5.8,9.8
16,0.7912607127111511,0.9942560848299593,0.009535634993033282,1.0216392216053203,0.019768361161592418,2.0341139964290713,5.8,9.8
17,1.018518651078744,0.9986240989536337,0.010407646688077365,1.0091954677535662,0.021554856378351195,2.005049651709835,5.8,9.8
18,0.9585675053026528,1.0064547674772482,0.008648648626866318,0.9700581431297071,0.01673253339542341,2.1523097752590994,5.8,9.8
19,0.9172957060665976,1.0083039462688068,0.00848835916643731,1.017744649864755,0.019345866592140826,2.0370825507163826,5.8,9.8
20,0.8713744044027889,1.004541479916109,0.009837047763595674,0.9865015228846898,0.019711574162427914,2.0082394317775374,5.8,9.8
21,1.0538478016087263,1.0092254476458178,0.0048459100743305505,1.013200746248048,0.01775353420023973,2.09307663120265,5.8,9.8
22,0.8687917499999339,0.9955759918821555,0.008790623676530718,1.0326313117570476,0.01841721393888529,2.1300928532938785,5.8,9.8
23,0.9280838198658731,1.0029737559818206,0.008537592076665768,0.999998438618543,0.015496019533747518,2.1323244081062,5.8,9.8
24,0.7540897503379195,0.97737092699641,0.009153557108831922,1.0388504284435165,0.01905565379687979,2.0425477798696687,5.8,9.8
25,0.7931567599964074,1.0189784340547907,0.00940212783630423,0.9946636398098817,0.01282209490952424,2.0491725454161127,5.8,9.8
26,0.8904332291438739,1.0185086062723627,0.011029482586378259,1.0117056723346507,0.021795581088110194,1.9509013239596231,5.8,9.8
