,rchi2min,alpha_perp,alpha_perp_err,alpha_para,alpha_para_err,bias,sigma_perp,sigma_para
0,1.299897222875046,0.9918061024866661,0.009796041769761621,1.04584956471305,0.02228352676466705,1.8703313546508473,5.8,9.8
1,1.3398052857794986,1.0086958389494314,0.00791161239492777,0.9997027474437642,0.018114561006819796,2.1186950521242647,5.8,9.8
2,1.3946797783675338,0.9891465971527371,0.008239264054424711,1.0199846740445746,0.018205312667016416,2.050293169949072,5.8,9.8
3,0.8059513976179042,1.001663161975932,0.008645094522195362,1.0029093497454404,0.01935852010413064,1.9889332258333452,5.8,9.8
4,1.0062461631076751,1.0020679742821352,0.0080637524291986,1.0116912269537328,0.01772974962170487,2.0680917116614115,5.8,9.8
5,1.0210659553322816,1.003243086452755,0.007964050839689485,0.9891563067303892,0.017236624748088403,2.095597134399862,5.8,9.8
6,1.2393260381267481,1.0039765054213317,0.009087447454079578,1.048533939139904,0.019975822159841283,1.9285744783979808,5.8,9.8
7,1.1202977780966172,1.0189650874649059,0.008578161276366902,0.9882465253680157,0.018328631010819496,2.0081844248174976,5.8,9.8
8,0.9127751792815096,1.0079987100483543,0.008879712283170471,1.0130187432303488,0.019284835070861817,2.0069145180354866,5.8,9.8
9,1.0247613846855146,1.0078642637983342,0.009937456495534736,1.0219431714110603,0.020315078007282494,1.9583423195277874,5.8,9.8
10,1.4500382766216078,0.9930701194261233,0.008152881298207959,1.0325657061273121,0.01804798586880174,2.0548410777403356,5.8,9.8
11,1.0245851193218178,0.9954829568461149,0.010484986832205279,1.0233832890524364,0.025773174237390173,2.0737596049456295,5.8,9.8
12,1.068737400881258,1.0191351862311688,0.007874222991722246,1.0300078499425482,0.017924522825575107,2.052674879492309,5.8,9.8
13,0.7546474658246226,0.9990272988404719,0.007870289541435371,1.0002012426365918,0.009695610219309425,2.0416286777197414,5.8,9.8
14,0.9887127288481525,1.0002820491056785,0.008335021140467136,1.0209673397861023,0.01862819354467038,2.021639106853823,5.8,9.8
15,0.6881716227538255,0.9989037767725112,0.008859960189783023,1.0078414735004264,0.01840267834949283,1.9945407245303677,5.8,9.8
16,0.920544606172591,1.0043015331278815,0.008759342691667782,1.013606774065819,0.019382230457300975,1.98380339721533,5.8,9.8
17,1.1145622251184462,1.0072336706721337,0.008387564720026164,0.9882203126399566,0.017385500770193463,2.0492510006845905,5.8,9.8
18,1.0623510588106988,1.0108860204266472,0.008023116177368395,0.9712829648026718,0.01793520424988343,2.116089107827253,5.8,9.8
19,0.9505563953668525,0.9993819341848554,0.008605070839203532,1.0366838042530293,0.01935009309471203,1.9874697812936177,5.8,9.8
20,1.0709898281303447,1.0072973911700733,0.008560717993574218,0.9836513369435576,0.012492000955265758,1.9375011859238847,5.8,9.8
21,1.214640936910771,1.0124624652753909,0.008293795622807854,1.0132505977596373,0.01815102086615855,2.024875000485016,5.8,9.8
